Element, g_debug
4622,  49.92966
4623,  7105.59082
4624, -2149.88623
4625, -559.49823
4626,  11450.45605
4627,  1365.77209
4628, -2597.96875
4629,  3955.82837
4630, -931.77692
4631, -175.36276
4632,  10524.13574
4633, -3238.3584
4634, -338.55823
4635,  5679.80273
4636, -980.78363
4637, -842.86279
4638,  2133.68896
4639, -18.23789
4640, -406.07996
4641,  2441.44629
4642, -334.85608
4643, -168.57309
4644,  1614.53101
4645, -96.84958
4646, -61.65237
4647,  4496.86768
4648, -721.28021
4649, -1240.97803
4650,  5217.44531
4651, -1474.66113
4652,  876.55585
4653,  4746.73047
4654, -1194.45911
4655, -122.34554
4656,  12532.60547
4657, -1430.99292
4658, -1417.69446
4659,  4533.59277
4660, -1081.34863
4661,  85.82666
4662,  6860.15283
4663, -283.26776
4664, -968.68872
4665,  9354.30176
4666, -2150.65161
4667, -37.82457
4668,  15013.51855
4669, -4362.35693
4670,  663.35516
4671,  9259.56055
4672, -2125.20728
4673,  228.72272
4674,  3650.42529
4675, -886.68469
4676, -372.90555
4677,  5755.50391
4678, -1720.21765
4679, -1048.67078
4680,  2262.09229
4681, -462.11389
4682, -101.19349
4683,  4460.0835
4684, -1159.39246
4685,  1024.2207
4686,  6495.37793
4687, -2571.77197
4688, -486.51489
4689,  3986.26074
4690, -1196.45911
4691, -295.9758
4692,  7687.50342
4693, -948.46423
4694,  128.03746
4695,  10246.01465
4696, -1157.07922
4697, -1070.87952
4698,  11377.08984
4699, -2895.28833
4700, -21.7446
4701,  8065.10254
4702, -2827.81567
4703,  83.74776
4704,  25760.19922
4705, -542.32654
4706, -3005.79175
4707,  19208.23438
4708, -4244.74805
4709,  1441.51428
4710,  3916.48535
4711, -1371.70227
4712,  463.60843
4713,  23095.75
4714, -10382.76172
4715, -199.6913
4716,  8916.06934
4717, -2751.15527
4718, -832.78815
4719,  10074.94141
4720, -2212.98047
4721, -3.09276
4722,  10407.42871
4723, -1984.68115
4724, -2257.60767
4725,  22258.52734
4726, -4882.84082
4727,  2.34244
4728,  15183.85449
4729, -4956.68994
4730, -452.07855
4731,  8350.69629
4732, -950.95117
4733,  72.38859
4734,  33432.14063
4735, -326.80072
4736, -5247.51416
4737,  21825.45898
4738, -4015.82813
4739, -629.26935
4740,  2319.99829
4741, -623.4856
4742, -34.4731
4743,  10939.58984
4744, -2952.68506
4745, -712.86792
4746,  4446.57617
4747, -1799.74927
4748,  500.00568
4749,  15714.24512
4750, -5875.08447
4751,  48.28581
4752,  8826.77637
4753, -1739.78442
4754, -740.60687
4755,  20171.16211
4756, -953.56201
4757, -5138.21826
4758,  11319.86035
4759, -3618.92383
4760, -189.91747
4761,  10869.59473
4762, -1838.33521
4763, -634.01788
4764,  7192.67236
4765, -1941.19104
4766, -824.06934
4767,  24401.22656
4768, -2721.1333
4769, -2525.15161
4770,  14243.03027
4771, -3616.02173
4772,  1047.9906
4773,  7672.54346
4774, -2469.84277
4775, -1172.12439
4776,  3272.00781
4777, -239.79616
4778, -221.36676
4779,  11731.49023
4780, -3492.88574
4781,  263.34399
4782,  4622.48633
4783, -749.37762
4784, -829.52332
4785,  8468.49609
4786, -654.2193
4787, -2476.78442
4788,  26372.91602
4789, -10045.80664
4790,  105.547
4791,  8119.65723
4792, -2868.39087
4793, -1910.49487
4794,  21196.50
4795, -6824.98291
4796,  193.98718
4797,  5565.82129
4798, -2525.71313
4799, -1361.85046
4800,  44867.50
4801, -9817.07813
4802, -8581.8418
4803,  28211.5293
4804, -3346.22607
4805, -2421.57813
4806,  5110.78809
4807, -368.60696
4808, -670.86755
4809,  8498.99316
4810, -3343.38135
4811, -1301.26086
4812,  18291.99609
4813, -5307.59131
4814, -3918.90552
4815,  4565.71191
4816, -89.35818
4817, -1088.38049
4818,  6200.64844
4819, -1122.50671
4820, -1188.92981
4821,  12761.96484
4822, -2680.51294
4823, -2368.89526
4824,  6999.28418
4825, -338.49945
4826, -614.54639
4827,  11711.75879
4828, -3139.60107
4829,  1697.63525
4830,  11321.47754
4831, -747.81635
4832, -1455.5885
4833,  15738.5332
4834, -3962.01123
4835, -38.677
4836,  26458.03906
4837, -4985.23877
4838, -2294.68506
4839,  6018.5791
4840, -1638.36511
4841,  213.96803
4842,  2628.12915
4843, -712.12531
4844, -403.86145
4845,  17381.81055
4846, -6688.01465
4847, -550.08936
4848,  10636.60156
4849, -3034.51855
4850, -995.48914
4851,  7626.7627
4852, -1789.65466
4853, -346.67932
4854,  28887.30078
4855,  2592.44238
4856, -4317.22021
4857,  12046.28125
4858, -4501.77393
4859, -1293.4823
4860,  28911.42578
4861, -876.33173
4862, -1908.86877
4863,  16628.82422
4864, -1650.29919
4865, -2042.36584
4866,  8096.8916
4867, -3496.73145
4868,  216.914
4869,  5451.19287
4870, -1430.25061
4871, -396.6705
4872,  2910.34668
4873, -817.06055
4874,  37.4831
4875,  5611.39014
4876, -1820.75
4877, -317.0885
4878,  4788.73975
4879, -779.67261
4880, -112.59656
4881,  5563.08008
4882, -1707.22205
4883,  423.36493
4884,  3583.47778
4885, -881.16101
4886, -658.20697
4887,  9311.65039
4888, -948.60815
4889, -958.51111
4890,  12591.04004
4891, -1558.31714
4892, -1923.72363
4893,  13334.11426
4894, -3725.2583
4895, -754.71216
4896,  17282.18945
4897, -6937.46875
4898, -2026.0592
4899,  16595.60547
4900, -2430.66699
4901, -193.59344
4902,  18704.88867
4903, -5270.6665
4904,  699.90759
4905,  2888.2688
4906, -548.08478
4907,  375.46365
4908,  9303.24805
4909, -2809.4104
4910, -135.80835
4911,  13586.29004
4912, -1526.49634
4913, -1634.85107
4914,  11314.68652
4915, -3520.77539
4916,  361.34335
4917,  12394.69336
4918, -3600.57861
4919,  174.98322
4920,  6729.39648
4921,  93.11224
4922, -823.82159
4923,  11600.42969
4924, -2471.39673
4925, -290.79199
4926,  14631.44336
4927, -6518.40674
4928, -117.65614
4929,  11965.16895
4930, -497.45117
4931, -1598.1189
4932,  2554.69214
4933, -34.50382
4934, -954.78461
4935,  9712.78809
4936, -518.08594
4937,  31.65839
4938,  7292.11182
4939, -330.40607
4940,  343.86719
4941,  2760.67529
4942, -325.08942
4943, -559.24402
4944,  11858.44531
4945, -2786.01538
4946, -217.03587
4947,  4202.79443
4948, -338.70367
4949, -667.54022
4950,  3961.30737
4951, -760.66443
4952, -324.44006
4953,  3078.56567
4954, -925.96521
4955, -150.72098
4956,  8081.32764
4957, -346.49237
4958, -1065.19666
4959,  4489.25049
4960, -831.4519
4961, -950.77203
4962,  6040.1582
4963,  260.75745
4964, -246.74843
4965,  6112.33203
4966, -1421.42957
4967,  226.46246
4968,  4538.31592
4969, -1606.24719
4970,  388.9921
4971,  3365.93799
4972, -649.86682
4973, -106.58335
4974,  5273.00586
4975, -1918.40308
4976,  65.79375
4977,  13899.49219
4978, -1244.05859
4979, -855.50366
4980,  5562.33154
4981, -1091.20691
4982, -417.66287
4983,  5455.50
4984, -2662.39746
4985,  1034.1604
4986,  5912.50781
4987, -2295.47266
4988,  1050.51538
4989,  6299.37793
4990, -2811.97827
4991, -588.26685
4992,  9182.13477
4993, -241.2794
4994, -2463.97998
4995,  5596.18799
4996, -1416.3999
4997,  158.44868
4998,  11123.54102
4999, -363.71173
5000, -1865.24353
5001,  2366.39282
5002, -378.52203
5003, -197.05263
5004,  6952.21338
5005, -1922.88391
5006,  498.94705
5007,  6524.42139
5008, -2259.07495
5009,  241.11775
5010,  5634.94043
5011, -1597.9585
5012, -153.0062
5013,  5627.60449
5014, -1833.33569
5015, -186.26303
5016,  17691.40625
5017,  589.73651
5018, -3920.6167
5019,  10147.63672
5020, -1199.65979
5021, -1300.56628
5022,  6355.95557
5023, -764.23444
5024, -282.81613
5025,  3996.18213
5026, -665.65393
5027, -983.18005
5028,  5370.11719
5029, -643.05945
5030, -1084.38818
5031,  7353.63867
5032, -1434.81079
5033, -231.37724
5034,  8476.34277
5035, -2249.24219
5036, -130.258
5037,  3748.56494
5038, -1494.96753
5039, -367.16364
5040,  41462.8125
5041, -16345.81934
5042,  1343.91125
5043,  25366.7207
5044, -11769.29102
5045, -52.26878
5046,  6395.84473
5047, -1614.3678
5048, -16.25131
5049,  29236.60938
5050, -6415.17236
5051,  1937.76111
5052,  16786.62109
5053, -2060.37329
5054, -2496.69067
5055,  5253.54492
5056, -401.73358
5057, -682.53668
5058,  7622.30225
5059, -2942.98193
5060, -644.61664
5061,  6003.25684
5062, -508.88165
5063, -1367.03271
5064,  7414.2085
5065, -3408.62939
5066, -318.51294
5067,  4411.29395
5068, -243.15887
5069, -254.23149
5070,  8729.62207
5071, -725.09259
5072, -1590.10791
5073,  15985.17578
5074, -4047.88501
5075, -2496.72021
5076,  17465.84766
5077, -4810.90088
5078, -1046.41785
5079,  24385.27539
5080, -7223.23828
5081, -3199.9082
5082,  32017.8125
5083, -3604.30615
5084, -5966.38135
5085,  10962.40527
5086, -1168.71484
5087, -1892.97192
5088,  17224.25195
5089, -4887.39746
5090,  1629.36804
5091,  30756.30078
5092, -1536.53198
5093,  1585.98804
5094,  9552.36914
5095, -251.22549
5096, -1458.59229
5097,  17751.00977
5098, -3846.16943
5099, -173.56445
5100,  18315.25781
5101, -7175.15039
5102,  152.17325
5103,  4759.60645
5104, -1576.24084
5105,  198.40176
5106,  6935.88379
5107, -2364.86304
5108, -372.81653
5109,  25773.66406
5110, -5293.64941
5111, -2405.53613
5112,  16909.99219
5113, -4716.2666
5114, -2448.84766
5115,  13117.34473
5116, -5835.42285
5117, -125.63235
5118,  27286.18555
5119, -2121.18262
5120, -6966.72217
5121,  4817.01465
5122, -92.55344
5123,  50.77821
5124,  11094.88379
5125, -2490.68457
5126,  727.90546
5127,  12862.91211
5128,  604.59949
5129, -137.30779
5130,  12100.97754
5131,  920.76807
5132, -1236.83386
5133,  7161.33105
5134, -1502.42114
5135,  264.70917
5136,  10502.63867
5137, -1620.60815
5138, -1931.85449
5139,  5613.84814
5140, -1002.87415
5141, -466.69299
5142,  31431.45117
5143,  2202.61841
5144, -7601.2583
5145,  2350.43359
5146,  148.74274
5147, -469.14767
5148,  19002.36133
5149, -3193.5354
5150, -3945.44873
5151,  33179.08984
5152,  1666.69214
5153, -7917.55371
5154,  13222.64941
5155, -3001.59253
5156, -2174.9021
5157,  34671.79297
5158, -1877.73657
5159, -2798.91406
5160,  40237.91016
5161, -3934.2771
5162, -4539.66064
5163,  15754.57129
5164, -5066.74365
5165,  3529.28467
5166,  18558.64844
5167, -3177.08032
5168, -1688.65527
5169,  19193.07617
5170, -7951.60254
5171, -111.31521
5172,  24056.84375
5173, -10660.42871
5174,  147.87405
5175,  8825.27148
5176, -2614.34082
5177, -1189.73071
5178,  9222.54102
5179, -2769.03198
5180,  404.39569
5181,  17588.19531
5182, -7743.29492
5183,  107.86894
5184,  8292.12598
5185, -1940.52051
5186, -240.58116
5187,  5636.1665
5188, -2390.72021
5189, -69.83606
5190,  23833.46484
5191, -4753.54053
5192, -2439.14478
5193,  15792.5127
5194, -3148.72339
5195, -1973.69385
5196,  4655.41113
5197, -731.92432
5198, -47.64226
5199,  19038.18359
5200, -1625.93677
5201, -3422.8313
5202,  65836.71094
5203, -12645.32227
5204, -16995.51563
5205,  20490.27148
5206, -2402.09546
5207, -3830.11816
5208,  13321.24121
5209, -1812.64819
5210,  1377.69116
5211,  21275.85156
5212, -5821.30664
5213,  2612.78271
5214,  16705.02344
5215, -1990.95215
5216, -100.10118
5217,  39049.81641
5218, -7017.37109
5219, -2850.54712
5220,  9632.85254
5221, -2608.4187
5222, -1310.01709
5223,  3997.44116
5224, -1536.1853
5225,  51.24719
5226,  6481.32617
5227, -1529.52478
5228, -784.4671
5229,  21089.10547
5230, -9268.17969
5231,  757.65253
5232,  25257.99609
5233, -7199.14697
5234, -2472.59521
5235,  12884.19727
5236, -1717.32788
5237,  549.01782
5238,  16997.91406
5239, -5616.47412
5240, -628.52454
5241,  32921.73438
5242, -4151.71924
5243, -3675.10962
5244,  6256.76025
5245, -1811.24316
5246,  852.75208
5247,  12847.24023
5248, -4526.43555
5249,  2142.66675
5250,  23445.68164
5251, -3536.20313
5252, -700.85938
5253,  8408.75391
5254, -3142.00854
5255,  944.30237
5256,  21075.1875
5257,  909.93689
5258, -6389.70605
5259,  822.05731
5260, -258.12332
5261,  108.74409
5262,  2475.66113
5263, -824.35968
5264, -507.47125
5265,  4586.44482
5266, -1753.60962
5267, -439.80481
5268,  4826.82666
5269, -367.36285
5270, -973.1731
5271,  1983.80725
5272, -457.09305
5273,  76.04826
5274,  3174.37451
5275, -310.95169
5276, -1226.15808
5277,  8434.04785
5278, -1883.40576
5279, -1355.51563
5280,  4744.78711
5281, -1459.19617
5282, -394.23544
5283,  6031.06396
5284, -600.14233
5285, -1145.9978
5286,  8138.76904
5287, -1771.38672
5288, -23.92154
5289,  3519.79492
5290, -494.66855
5291, -728.74591
5292,  7758.47461
5293, -2971.67725
5294, -321.16562
5295,  9168.6084
5296, -2993.93799
5297, -970.15448
5298,  15416.72168
5299,  359.68369
5300, -3585.625
5301,  16788.56445
5302, -1132.54651
5303, -4527.45947
5304,  17175.8457
5305, -2369.54688
5306, -1919.19873
5307,  41463.95703
5308, -10559.64648
5309, -2436.90259
5310,  11475.61523
5311, -3488.25513
5312,  2684.21338
5313,  34146.46484
5314, -6000.04834
5315, -4203.29736
5316,  10316.5918
5317, -156.70099
5318, -1152.69751
5319,  11054.2998
5320, -2134.73901
5321, -1408.74512
5322,  5567.54834
5323, -1350.54565
5324, -2018.64221
5325,  9803.17188
5326, -1898.87939
5327, -3180.646
5328,  13197.49414
5329, -409.40259
5330, -3088.43213
5331,  7940.24512
5332, -1523.74609
5333, -1000.6864
5334,  10756.23633
5335, -2313.19604
5336, -564.11145
5337,  7407.27246
5338, -17.21996
5339, -1682.29846
5340,  4891.91895
5341, -1745.32043
5342, -892.05896
5343,  34087.72656
5344, -6449.72266
5345, -6014.81689
5346,  13764.03125
5347, -2281.70679
5348, -1511.1333
5349,  9691.94629
5350, -2284.86938
5351, -2819.07227
5352,  5059.00439
5353, -1775.29773
5354, -779.21533
5355,  11901.04297
5356, -2223.82397
5357,  2570.98755
5358,  8123.72314
5359, -123.79871
5360, -1249.104
5361,  4870.95068
5362, -1499.14514
5363, -915.77405
5364,  9343.0498
5365, -826.49103
5366, -895.55176
5367,  2614.06543
5368, -899.87933
5369, -294.76013
5370,  21166.42969
5371, -4811.97705
5372,  950.73175
5373,  15720.14648
5374, -1771.08228
5375, -3138.34302
5376,  12516.1377
5377, -2996.40991
5378,  742.5437
5379,  25390.49219
5380, -3838.87671
5381, -411.42975
5382,  11181.8584
5383, -1276.99048
5384, -62.28296
5385,  28072.85938
5386, -7722.27832
5387, -4310.3877
5388,  15949.30273
5389,  63.64484
5390, -4354.60156
5391,  6617.81445
5392, -398.90094
5393,  507.31757
5394,  8911.2168
5395, -2180.84009
5396,  293.15945
5397,  19526.87695
5398, -2711.59058
5399, -2698.31079
5400,  21141.01758
5401, -4911.75049
5402, -1153.13269
5403,  1657.86865
5404, -679.38934
5405,  28.93377
5406,  16831.04883
5407, -5105.63623
5408, -645.25836
5409,  6913.4917
5410, -1228.18335
5411, -73.87033
5412,  34030.55078
5413,  6244.03271
5414, -7629.31836
5415,  18887.36719
5416, -4178.68115
5417,  3738.55298
5418,  5774.34033
5419, -2111.83887
5420, -305.02899
5421,  9813.21973
5422, -1266.23389
5423, -910.24609
5424,  2445.70801
5425,  257.12146
5426, -632.08771
5427,  3867.22949
5428, -457.39215
5429,  475.85492
5430,  4761.78467
5431, -696.55145
5432,  559.56226
5433,  27986.11523
5434, -5586.57324
5435, -1450.36243
5436,  8963.79004
5437, -2361.28564
5438,  29.97671
5439,  10020.72559
5440, -297.1506
5441, -1482.0011
5442,  3468.75903
5443, -248.1451
5444, -83.5773
5445,  4511.84863
5446, -1439.09851
5447, -723.08789
5448,  5634.96582
5449, -303.16119
5450, -1113.76367
5451,  13002.6875
5452, -5019.71533
5453, -2697.0188
5454,  3634.302
5455,  200.74112
5456, -641.2757
5457,  12662.86816
5458, -158.41394
5459, -877.02692
5460,  4677.27344
5461, -740.71637
5462, -250.97923
5463,  5200.07861
5464, -1711.07031
5465,  323.34802
5466,  3267.70093
5467,  77.82352
5468, -1051.27148
5469,  7096.36084
5470, -3150.35913
5471,  919.88
5472,  7636.50098
5473, -2844.76514
5474, -82.43884
5475,  2318.98486
5476,  8.18539
5477, -543.1676
5478,  1923.79028
5479,  367.09064
5480, -510.52124
5481,  3530.41309
5482, -295.06375
5483, -608.38605
5484,  7826.64258
5485, -245.63425
5486, -211.89874
5487,  1647.71704
5488, -146.70528
5489, -292.30853
5490,  3248.05737
5491, -1292.51697
5492, -242.96559
5493,  8699.53906
5494,  568.83215
5495, -2734.15747
5496,  9811.0918
5497, -1322.67639
5498, -1381.84302
5499,  8571.92676
5500, -483.7467
5501, -1297.70251
5502,  7323.66406
5503, -2230.74341
5504,  2.91463
5505,  2012.0708
5506, -758.85706
5507, -58.96436
5508,  6251.44336
5509, -2395.63232
5510, -1037.52942
5511,  5877.09863
5512, -826.7287
5513, -821.81268
5514,  4229.46826
5515,  380.95938
5516, -1641.94092
5517,  1255.27173
5518, -342.38174
5519,  98.09822
5520,  2618.16162
5521, -838.97729
5522,  117.88792
5523,  4234.05762
5524, -1208.90662
5525, -756.30725
5526,  7323.62305
5527, -1615.12903
5528, -218.04166
5529,  4507.91504
5530, -1142.89063
5531, -177.11551
5532,  2756.45044
5533, -218.54088
5534, -136.37109
5535,  5657.76318
5536, -1052.59778
5537, -728.43481
5538,  1703.43115
5539, -452.4715
5540, -162.03563
5541,  4708.45996
5542, -1003.2666
5543, -1051.14441
5544,  2088.26343
5545, -174.37921
5546, -332.97348
5547,  2249.78979
5548, -1067.33972
5549,  200.4543
5550,  5176.70166
5551, -285.98926
5552, -392.43201
5553,  2990.80713
5554, -577.27716
5555, -598.56512
5556,  1749.41113
5557, -619.18555
5558,  155.84409
5559,  9459.46582
5560, -1354.19385
5561, -1134.46301
5562,  7581.73926
5563, -1148.34082
5564, -795.28522
5565,  4018.21387
5566, -1308.65063
5567, -264.24329
5568,  4869.76514
5569, -1189.57678
5570,  66.80428
5571,  4051.1731
5572, -1425.53125
5573,  99.14314
5574,  5668.50537
5575, -2342.63843
5576,  335.10889
5577,  1606.60608
5578, -461.30594
5579, -69.77275
5580,  12538.45898
5581, -4353.08447
5582,  392.92175
5583,  7208.6499
5584, -360.61105
5585, -1224.82031
5586,  7466.94141
5587, -2313.68213
5588, -69.93881
5589,  18047.44922
5590, -5515.85449
5591,  630.7821
5592,  10084.08789
5593, -3482.31128
5594,  420.4534
5595,  13342.28418
5596, -4986.66406
5597,  2310.69727
5598,  13118.27148
5599, -795.60614
5600, -2612.85205
5601,  20723.12109
5602, -586.3324
5603, -3416.34521
5604,  6544.81641
5605, -227.23093
5606, -2077.77417
5607,  20361.67578
5608, -1191.28809
5609, -2190.49512
5610,  10818.34473
5611, -2470.15625
5612,  956.6839
5613,  35281.71875
5614, -6621.56396
5615,  4804.62451
5616,  13244.95508
5617, -3380.12964
5618, -517.21948
5619,  21978.90625
5620, -5098.12305
5621,  993.31207
5622,  19043.28125
5623, -3152.7124
5624, -2014.08789
5625,  7073.84375
5626,  1006.69806
5627, -575.95709
5628,  14520.14355
5629, -2863.42896
5630,  146.94905
5631,  19705.28711
5632, -5726.61523
5633, -5143.78467
5634,  11010.24316
5635, -3966.97168
5636,  933.56775
5637,  7433.25439
5638, -1884.59363
5639,  433.91162
5640,  21201.02344
5641, -872.06519
5642, -3952.53027
5643,  14586.18457
5644, -2836.6853
5645, -3866.33618
5646,  13792.62988
5647, -3102.53809
5648, -1973.30396
5649,  10412.89258
5650, -1671.52612
5651, -1057.84265
5652,  16255.84668
5653, -4199.04834
5654, -307.80548
5655,  21018.31641
5656, -4787.67236
5657, -2661.50586
5658,  37447.92578
5659, -10371.38281
5660, -8813.11621
5661,  10646.29492
5662, -427.62262
5663, -1200.9353
5664,  12423.60352
5665, -3033.76514
5666, -1210.15723
5667,  33527.02734
5668, -7338.27344
5669,  385.81201
5670,  21194.96289
5671, -5181.10596
5672,  159.43298
5673,  7974.35938
5674, -1349.75476
5675, -346.02798
5676,  11288.81836
5677, -4146.97852
5678, -517.92328
5679,  30710.35352
5680, -4715.30127
5681, -1493.08411
5682,  32634.47656
5683, -6021.28857
5684,  2268.08252
5685,  17192.21289
5686, -815.17834
5687, -2044.18799
5688,  31562.48438
5689, -14835.59277
5690, -3097.66431
5691,  29010.4375
5692, -1822.33972
5693, -8188.25439
5694,  11360.14355
5695, -2369.15942
5696, -3262.21509
5697,  17137.73242
5698, -78.57553
5699, -1667.27417
5700,  45822.69531
5701, -6940.77002
5702, -6675.93848
5703,  24330.24805
5704, -4707.76367
5705,  2023.0835
5706,  30913.84961
5707,  2021.52808
5708, -612.23157
5709,  33912.85156
5710,  234.81421
5711, -5232.08203
5712,  12369.84473
5713, -1199.11267
5714,  1367.81201
5715,  35707.89063
5716, -4468.16357
5717, -187.46402
5718,  25185.39844
5719,  1725.5769
5720, -1239.67627
5721,  55150.37891
5722,  3935.11206
5723, -12976.47266
5724,  14315.63672
5725, -4511.78906
5726,  181.69026
5727,  26707.55078
5728, -691.43323
5729, -3471.51025
5730,  33814.23047
5731, -4778.74219
5732, -4588.6001
5733,  15023.69043
5734, -4686.37451
5735,  1611.71362
5736,  49800.6875
5737, -7652.39746
5738, -667.3949
5739,  33033.53125
5740, -2970.72559
5741, -6466.65332
5742,  47738.28125
5743, -12019.70215
5744,  2538.93604
5745,  38967.92969
5746, -8308.14941
5747, -3136.1084
5748,  12459.44434
5749, -1778.396
5750,  702.61975
5751,  12610.63672
5752, -664.87567
5753, -862.53424
5754,  77560.25781
5755, -4282.01563
5756, -8960.85352
5757,  24136.33008
5758, -6101.61279
5759,  468.95959
5760,  29430.68359
5761, -4591.74609
5762, -3531.44165
5763,  25880.34375
5764, -7331.14258
5765,  98.06519
5766,  43406.16016
5767, -3768.84106
5768, -7327.52588
5769,  31337.67773
5770, -4509.48047
5771, -3471.36182
5772,  10549.69922
5773, -2219.00366
5774, -1132.47693
5775,  14109.46777
5776, -2648.5791
5777, -892.31989
5778,  34870.77734
5779, -9909.03613
5780,  1687.26782
5781,  28218.53125
5782,  1263.92761
5783, -3924.71411
5784,  17363.23438
5785, -5307.5752
5786, -3571.03442
5787,  34507.99609
5788, -5202.6958
5789,  2653.95947
5790,  21693.5918
5791, -3617.93262
5792,  1954.02966
5793,  20002.81445
5794, -6377.86816
5795,  299.54596
5796,  20803.88867
5797, -565.44293
5798, -2742.1543
5799,  13528.81641
5800, -1811.18359
5801, -406.84467
5802,  5457.77197
5803, -661.79486
5804,  416.53043
5805,  13420.91211
5806, -4556.63037
5807, -585.35376
5808,  10988.34082
5809, -1206.11035
5810,  454.60895
5811,  12952.88086
5812, -4379.98975
5813,  95.541
5814,  24017.21289
5815, -6602.59326
5816, -1258.74707
5817,  69437.96094
5818, -21222.36719
5819, -419.59613
5820,  48930.50
5821, -15028.33398
5822,  4409.10693
5823,  48011.69531
5824, -11495.33594
5825, -3141.34082
5826,  7539.65039
5827, -953.81799
5828, -398.31824
5829,  38500.82422
5830, -11678.2793
5831,  888.28967
5832,  51903.75781
5833, -21315.66406
5834, -12786.16309
5835,  5825.26074
5836, -1355.10986
5837,  77.75748
5838,  16706.51367
5839, -1116.42993
5840, -4022.4707
5841,  44014.21484
5842, -13252.94531
5843,  1280.39124
5844,  10381.50879
5845, -594.07715
5846, -1892.57239
5847,  24188.70898
5848, -5178.62061
5849, -752.30029
5850,  5480.62256
5851, -1031.67444
5852, -1521.25073
5853,  34229.33984
5854, -13428.25781
5855, -459.90808
5856,  21119.89453
5857, -2515.49878
5858, -1728.44409
5859,  13168.85059
5860, -3210.56787
5861,  2427.36914
5862,  33663.35547
5863, -8889.23047
5864, -3464.35132
5865,  11673.70703
5866, -2874.40332
5867,  888.25903
5868,  13943.75781
5869, -3923.60449
5870, -1313.37488
5871,  67729.33594
5872, -10606.03711
5873, -5299.08545
5874,  24348.56055
5875, -1574.54077
5876, -2624.49316
5877,  8172.60938
5878,  102.56918
5879, -2896.16016
5880,  45005.77344
5881, -6128.8335
5882, -7662.71094
5883,  8724.57715
5884, -973.71899
5885, -2103.17822
5886,  4413.51611
5887, -882.35645
5888, -915.52075
5889,  34951.11719
5890,  1815.20642
5891, -9140.88965
5892,  64555.32813
5893, -2720.67798
5894, -6668.26807
5895,  59476.42578
5896,  2640.91064
5897, -1230.70251
5898,  32546.33984
5899, -8376.79688
5900,  2410.37109
5901,  24005.90234
5902, -5476.40283
5903, -644.87885
5904,  12662.46484
5905, -2093.61182
5906, -1056.62244
5907,  13540.41406
5908, -4248.62354
5909, -2025.09729
5910,  14351.36426
5911,  4829.83887
5912, -1834.34229
5913,  48572.15625
5914,  1675.59033
5915, -5230.09033
5916,  38425.27344
5917, -2164.3313
5918, -5026.93164
5919,  33592.82813
5920,  4619.42529
5921, -12224.58203
5922,  29741.68945
5923, -7720.40674
5924, -3010.33838
5925,  7817.24805
5926, -994.56348
5927, -2398.69507
5928,  6987.8418
5929, -1688.56323
5930, -947.75818
5931,  30389.50781
5932, -8498.92773
5933, -3859.00586
5934,  29191.17383
5935, -6608.3916
5936, -1098.8811
5937,  36062.57031
5938, -10456.91797
5939, -6239.72656
5940,  15788.15625
5941, -2034.53674
5942, -2130.87378
5943,  16234.61719
5944, -612.78644
5945, -2611.82715
5946,  12540.99805
5947, -1953.56042
5948, -879.67426
5949,  23450.85352
5950, -9690.10742
5951,  1140.27649
5952,  8097.98438
5953, -1410.28113
5954, -1552.09705
5955,  18243.85938
5956, -4424.49072
5957, -1867.65393
5958,  6389.56592
5959, -2355.55737
5960, -1318.49121
5961,  28344.10352
5962, -2035.52209
5963, -5834.02197
5964,  34455.72266
5965, -9183.09766
5966, -2715.20068
5967,  24651.30664
5968, -4687.2124
5969,  751.05536
5970,  26394.36914
5971, -4781.66016
5972, -365.0654
5973,  12707.89648
5974, -3841.802
5975,  149.06555
5976,  34566.28906
5977, -3090.60767
5978, -1790.60034
5979,  16015.97266
5980, -3109.63501
5981, -188.89868
5982,  30547.56055
5983,  2060.39795
5984, -10867.66699
5985,  13988.86719
5986, -5286.4917
5987,  284.83578
5988,  16604.66016
5989, -2971.88818
5990, -3855.97583
5991,  16373.32422
5992, -1574.93518
5993, -5772.69629
5994,  53155.59375
5995, -14140.4502
5996,  3343.97534
5997,  44630.45703
5998, -9251.64648
5999,  1699.3623
6000,  22603.45508
6001,  803.35168
6002, -3282.66577
6003,  15545.1709
6004, -1653.12378
6005, -1321.00049
6006,  26383.10156
6007, -2473.5376
6008, -1824.76074
6009,  11849.47461
6010, -5443.14209
6011, -255.3826
6012,  10947.38281
6013, -2517.25659
6014, -789.31726
6015,  27218.30078
6016, -6671.25195
6017, -3991.91699
6018,  17989.20117
6019, -2157.40259
6020, -1614.72241
6021,  27006.83594
6022, -1330.42126
6023, -1244.48193
6024,  14699.40137
6025, -4663.45801
6026,  12.63664
6027,  60605.97266
6028, -13257.64063
6029,  120.31366
6030,  30706.56055
6031, -5702.62451
6032, -705.50525
6033,  40808.50391
6034, -6524.48389
6035, -6342.0249
6036,  28297.9668
6037, -3979.22754
6038, -3014.25928
6039,  21334.50391
6040, -8259.12305
6041, -1443.95337
6042,  32333.43359
6043, -6515.91748
6044,  3467.15674
6045,  23660.05078
6046, -7236.72461
6047, -352.90674
6048,  33979.15234
6049, -4134.88721
6050, -3152.20825
6051,  72004.5625
6052, -20054.91992
6053,  1260.48267
6054,  18848.98633
6055, -1781.42688
6056, -1925.67627
6057,  39137.94531
6058, -7950.62354
6059, -3011.77539
